name,image_url
"Zurgo, Thunder's Decree",https://cards.scryfall.io/png/front/b/d/bd93fb95-4268-45dc-8f0d-590c481a526d.png?1743204939
Revival of the Ancestors,https://cards.scryfall.io/png/front/f/d/fd742ff5-f0ea-4f4b-911e-4c09e2154dba.png?1744578010
Zurgo's Vanguard,https://cards.scryfall.io/png/front/a/1/a1aa3501-5738-4063-a7f4-51d2600b0041.png?1743204499
Reverberating Summons,https://cards.scryfall.io/png/front/1/a/1af19ce8-bc0c-420c-9e3b-9059b4df32cb.png?1743204431
Desperate Measures,https://cards.scryfall.io/png/front/c/c/ccbc6fd0-42bc-4e8b-96bc-69a631ba7106.png?1743204274
Caustic Exhale,https://cards.scryfall.io/png/front/4/8/488152ce-2048-4ccb-b2d6-b9628958286f.png?1743204258
Twin Bolt,https://cards.scryfall.io/png/front/6/8/688d8e93-d071-4089-9ef9-565ac4ae9ae0.png?1743204476
Wingspan Stride,https://cards.scryfall.io/png/front/3/3/339a0e24-c332-4558-bb60-f5504ddde88c.png?1743204222
Trade Route Envoy,https://cards.scryfall.io/png/front/f/0/f0c89d95-d697-4cfa-9dfa-52d7adb96176.png?1743204618
Salt Road Packbeast,https://cards.scryfall.io/png/front/9/8/98d548c9-42bc-4155-8211-0aea801c3724.png?1743204043
Seize Opportunity,https://cards.scryfall.io/png/front/f/7/f7818d28-b9a5-4341-9adc-666070b8878d.png?1743204441
Piercing Exhale,https://cards.scryfall.io/png/front/b/2/b2a0deb9-5bc3-42d5-9e1e-5f463d176aef.png?1743204571
Swiftwater Cliffs,https://cards.scryfall.io/png/front/c/a/ca53fb19-b8ca-485b-af1a-5117ae54bfe3.png?1743205059
Sibsig Appraiser,https://cards.scryfall.io/png/front/6/7/670c5b96-bac6-449b-a2bd-cb43750d3911.png?1743204185
