name,image_url
Roar of Endless Song,https://cards.scryfall.io/png/front/7/a/7a9c3531-61a8-43f5-82a2-5166e5f5a6b9.png?1744577948
Dragonstorm Forecaster,https://cards.scryfall.io/png/front/7/5/75ec7a31-1893-493c-926b-dc3a8a770e72.png?1743204133
Loxodon Battle Priest,https://cards.scryfall.io/png/front/a/5/a527cdb0-f54a-4b53-83a0-6b3e8cafa45e.png?1743204012
Fleeting Effigy,https://cards.scryfall.io/png/front/1/9/1971fd6c-0a1c-41b2-93a6-886a176fbb73.png?1743697583
Unsparing Boltcaster,https://cards.scryfall.io/png/front/2/0/204f5e5e-d87f-4aee-84e3-28afe8e21591.png?1743204485
Roamer's Routine,https://cards.scryfall.io/png/front/f/b/fb8c2d5c-ba0c-4d50-8898-5c6574b1e974.png?1743204581
Feral Deathgorger,https://cards.scryfall.io/png/front/a/1/a147b94f-dfcf-44ce-8a73-b2fe6c4efc0e.png?1743204282
Agent of Kotis,https://cards.scryfall.io/png/front/8/1/812d0462-0158-467f-951d-a7a121188a10.png?1743204105
Osseous Exhale,https://cards.scryfall.io/png/front/2/3/2300da2f-2297-4c2f-90c1-11ce2b42d91f.png?1743204021
Underfoot Underdogs,https://cards.scryfall.io/png/front/0/4/049acc79-1d68-410f-a081-88a7d40e823a.png?1743204484
Salt Road Packbeast,https://cards.scryfall.io/png/front/9/8/98d548c9-42bc-4155-8211-0aea801c3724.png?1743204043
Ringing Strike Mastery,https://cards.scryfall.io/png/front/f/f/ff4fc7ec-05f5-479a-8fbb-31e12a67b57e.png?1743204172
Thornwood Falls,https://cards.scryfall.io/png/front/e/b/ebb502c2-5fd0-46a9-b77d-010f4a942056.png?1743205064
Rebellious Strike,https://cards.scryfall.io/png/front/c/9/c9bafe19-3bd6-4da0-b3e5-e0b89262504c.png?1743204030
