name,image_url
Stillness in Motion,https://cards.scryfall.io/png/front/a/6/a6289251-17e4-4987-96b9-2fb1a8f90e2a.png?1743697642
Breaching Dragonstorm,https://cards.scryfall.io/png/front/e/2/e2c2a069-7553-4879-abfb-b2aa3349e4b8.png?1743204368
Static Snare,https://cards.scryfall.io/png/front/1/c/1ce50932-03a6-48bc-8aee-bc8defd896cf.png?1743204059
Kheru Goldkeeper,https://cards.scryfall.io/png/front/8/d/8d11183a-57f5-4ddb-8a6e-15fff704b114.png?1743204780
Ureni's Rebuff,https://cards.scryfall.io/png/front/7/2/722716df-9cea-40a7-924b-c28497e227e6.png?1743204214
Dispelling Exhale,https://cards.scryfall.io/png/front/1/c/1c9af3f1-711e-42ae-803a-1100eba3fb13.png?1743204126
Gurmag Nightwatch,https://cards.scryfall.io/png/front/d/e/de731430-6bbf-4782-953e-b69c46353959.png?1743204741
Feral Deathgorger,https://cards.scryfall.io/png/front/a/1/a147b94f-dfcf-44ce-8a73-b2fe6c4efc0e.png?1743204282
Roamer's Routine,https://cards.scryfall.io/png/front/f/b/fb8c2d5c-ba0c-4d50-8898-5c6574b1e974.png?1743204581
Osseous Exhale,https://cards.scryfall.io/png/front/2/3/2300da2f-2297-4c2f-90c1-11ce2b42d91f.png?1743204021
Devoted Duelist,https://cards.scryfall.io/png/front/b/b/bbf9c673-37b4-48ed-a9ea-13f8e3e6c47b.png?1743204378
Dusyut Earthcarver,https://cards.scryfall.io/png/front/b/9/b98ecc96-f557-479a-8685-2b5487d5b407.png?1743204529
Dismal Backwater,https://cards.scryfall.io/png/front/0/8/082b52c9-c46e-44d3-b723-546ba528e07b.png?1743697562
Aegis Sculptor,https://cards.scryfall.io/png/front/1/9/19c1417a-9719-46f6-8749-d92b93ce0529.png?1743204100
