name,image_url
Dracogenesis,https://cards.scryfall.io/png/front/0/d/0d5674f9-22b2-45f9-902d-4fd245485c60.png?1743204385
Venerated Stormsinger,https://cards.scryfall.io/png/front/a/4/a4a4e985-facd-47e6-b680-3023c82c2957.png?1743204350
Sonic Shrieker,https://cards.scryfall.io/png/front/7/c/7c231437-8bec-42e0-9175-af74c752b119.png?1743204895
Mammoth Bellow,https://cards.scryfall.io/png/front/4/6/468b17b4-79ce-4dfa-8873-a9cfc347e38f.png?1743204808
Kishla Trawlers,https://cards.scryfall.io/png/front/1/9/190fbc55-e8e9-4077-9532-1de7406baabf.png?1743204163
Focus the Mind,https://cards.scryfall.io/png/front/a/b/abb0ba34-6904-4c17-a04d-ea4f12c7cf21.png?1743204141
Dispelling Exhale,https://cards.scryfall.io/png/front/1/c/1c9af3f1-711e-42ae-803a-1100eba3fb13.png?1743204126
Osseous Exhale,https://cards.scryfall.io/png/front/2/3/2300da2f-2297-4c2f-90c1-11ce2b42d91f.png?1743204021
Aggressive Negotiations,https://cards.scryfall.io/png/front/9/9/993ade84-031f-4a3e-bd68-55f61b559248.png?1743204240
Snakeskin Veil,https://cards.scryfall.io/png/front/a/3/a3d2c692-7566-468e-9c86-47a9f768fde2.png?1743204601
Molten Exhale,https://cards.scryfall.io/png/front/0/a/0ab95aab-a4bf-4131-83a0-2c138b6f20c3.png?1743204414
Tempest Hawk,https://cards.scryfall.io/png/front/4/2/422f9453-ab12-4e3c-8c51-be87391395a1.png?1743204081
Swiftwater Cliffs,https://cards.scryfall.io/png/front/c/a/ca53fb19-b8ca-485b-af1a-5117ae54bfe3.png?1743205059
Fresh Start,https://cards.scryfall.io/png/front/9/6/96f7af08-ac05-45d0-979f-282943130c61.png?1743204145
