name,image_url
Eshki Dragonclaw,https://cards.scryfall.io/png/front/0/d/0d369c44-78ee-4f3c-bf2b-cddba7fe26d4.png?1743204706
Unrooted Ancestor,https://cards.scryfall.io/png/front/6/3/6394b125-21a8-4439-9958-94b76684138e.png?1743204347
Teeming Dragonstorm,https://cards.scryfall.io/png/front/3/b/3b9d771f-24dc-4ed6-8051-62df576a2ba5.png?1743204080
Temur Monument,https://cards.scryfall.io/png/front/5/5/55e97b40-d898-4da5-8159-cca48eb298eb.png?1743204983
Mystic Monastery,https://cards.scryfall.io/png/front/9/f/9fd41ad5-6b36-482e-8305-bbc709668470.png?1762150266
Riling Dawnbreaker,https://cards.scryfall.io/png/front/3/1/312f7072-3bf8-449f-bfb7-93727ef26c66.png?1743204036
Wingspan Stride,https://cards.scryfall.io/png/front/3/3/339a0e24-c332-4558-bb60-f5504ddde88c.png?1743204222
Seize Opportunity,https://cards.scryfall.io/png/front/f/7/f7818d28-b9a5-4341-9adc-666070b8878d.png?1743204441
Aggressive Negotiations,https://cards.scryfall.io/png/front/9/9/993ade84-031f-4a3e-bd68-55f61b559248.png?1743204240
Krotiq Nestguard,https://cards.scryfall.io/png/front/a/5/a5d0a9fb-1068-478d-a78c-6fd77cc313f0.png?1743204557
Sagu Wildling,https://cards.scryfall.io/png/front/d/8/d8b43b00-f4d1-436c-bf3f-6d414cd4ce38.png?1743204593
Marsh Flats,https://cards.scryfall.io/png/front/9/d/9db3ba6d-eb7f-4f5b-9a3b-c6239c3baa42.png?1738703598
Scoured Barrens,https://cards.scryfall.io/png/front/b/4/b4b47b80-69ed-44b0-afa0-ca90206dc16d.png?1743205056
Sunpearl Kirin,https://cards.scryfall.io/png/front/1/8/18292b9c-0f42-4ce2-8b85-35d06cf45a63.png?1743204071
