name,image_url
Sage of the Skies,https://cards.scryfall.io/png/front/6/a/6ade6918-6d1d-448d-ab56-93996051e9a9.png?1743204040
Fleeting Effigy,https://cards.scryfall.io/png/front/1/9/1971fd6c-0a1c-41b2-93a6-886a176fbb73.png?1743697583
Constrictor Sage,https://cards.scryfall.io/png/front/b/2/b2f160d7-c832-4b83-8f2e-aaeb190add3f.png?1743233749
Opulent Palace,https://cards.scryfall.io/png/front/2/1/21cb3b3b-0738-4c2e-a3fc-927fd6b9d3fb.png?1743205041
Rainveil Rejuvenator,https://cards.scryfall.io/png/front/9/b/9bc5c316-6a41-48ba-864b-da3030dd3e0e.png?1743204573
Underfoot Underdogs,https://cards.scryfall.io/png/front/0/4/049acc79-1d68-410f-a081-88a7d40e823a.png?1743204484
Shock Brigade,https://cards.scryfall.io/png/front/6/6/66940466-8e9d-4a85-bfb0-e92189b7a121.png?1743204444
Trade Route Envoy,https://cards.scryfall.io/png/front/f/0/f0c89d95-d697-4cfa-9dfa-52d7adb96176.png?1743204618
Ringing Strike Mastery,https://cards.scryfall.io/png/front/f/f/ff4fc7ec-05f5-479a-8fbb-31e12a67b57e.png?1743204172
Bearer of Glory,https://cards.scryfall.io/png/front/d/6/d6d91e42-43db-428d-a4dd-ef9d40306314.png?1743203967
Alesha's Legacy,https://cards.scryfall.io/png/front/a/9/a9262bf6-df6a-446c-ba70-18270a09842d.png?1743204249
Tempest Hawk,https://cards.scryfall.io/png/front/4/2/422f9453-ab12-4e3c-8c51-be87391395a1.png?1743204081
Bloodfell Caves,https://cards.scryfall.io/png/front/1/d/1dde3c68-6f29-4c00-b668-c25ac9e3e13b.png?1743204990
Dragon's Prey,https://cards.scryfall.io/png/front/7/a/7a6004ff-4180-4332-8b51-960f8c7521d9.png?1743204277
