name,image_url
Flamehold Grappler,https://cards.scryfall.io/png/front/c/c/cc8443a6-282f-4218-9dc8-144b5570d891.png?1743204722
Gurmag Rakshasa,https://cards.scryfall.io/png/front/f/0/f05ad909-8860-473b-9a30-a322f7670b32.png?1743204286
Wail of War,https://cards.scryfall.io/png/front/7/e/7e9430dd-f583-400d-808a-64e2b5fa54f1.png?1743204354
Fresh Start,https://cards.scryfall.io/png/front/9/6/96f7af08-ac05-45d0-979f-282943130c61.png?1743204145
Wingblade Disciple,https://cards.scryfall.io/png/front/7/1/71de7dca-0231-4407-86a0-c7fc95f5aaa0.png?1743204222
Temur Tawnyback,https://cards.scryfall.io/png/front/3/c/3cdb383f-bc04-46d1-aa3a-7459d57f1fec.png?1743204904
Boulderborn Dragon,https://cards.scryfall.io/png/front/5/0/50c6e815-bfe7-4599-9227-d36504a3640f.png?1743204948
Tempest Hawk,https://cards.scryfall.io/png/front/4/2/422f9453-ab12-4e3c-8c51-be87391395a1.png?1743204081
Humbling Elder,https://cards.scryfall.io/png/front/3/a/3a84c3f8-0030-4653-880e-b2d19272f5fa.png?1743697602
Twin Bolt,https://cards.scryfall.io/png/front/6/8/688d8e93-d071-4089-9ef9-565ac4ae9ae0.png?1743204476
Champion of Dusan,https://cards.scryfall.io/png/front/c/5/c51dcdab-38ee-4804-8859-09adc353c182.png?1743204513
Alesha's Legacy,https://cards.scryfall.io/png/front/a/9/a9262bf6-df6a-446c-ba70-18270a09842d.png?1743204249
Rugged Highlands,https://cards.scryfall.io/png/front/3/1/31261eca-28ad-407c-84ef-0c124d0d7451.png?1743205049
Rescue Leopard,https://cards.scryfall.io/png/front/0/5/056136a8-84be-477c-b654-63238fb8236e.png?1743204430
