name,image_url
Maelstrom of the Spirit Dragon,https://cards.scryfall.io/png/front/c/4/c4e90bfb-d9a5-48a9-9ff9-b0f50a813eee.png?1743205026
Reverberating Summons,https://cards.scryfall.io/png/front/1/a/1af19ce8-bc0c-420c-9e3b-9059b4df32cb.png?1743204431
Jeskai Shrinekeeper,https://cards.scryfall.io/png/front/6/e/6ec8fa0b-c695-4326-aebd-042cb1974925.png?1743204771
Spectral Denial,https://cards.scryfall.io/png/front/e/e/ee4e732a-1ffd-463d-92c2-26187659cfc3.png?1743204193
Alchemist's Assistant,https://cards.scryfall.io/png/front/4/d/4d305609-64f8-4f3f-bf67-cd5257f0d01e.png?1743204244
Wingspan Stride,https://cards.scryfall.io/png/front/3/3/339a0e24-c332-4558-bb60-f5504ddde88c.png?1743204222
Embermouth Sentinel,https://cards.scryfall.io/png/front/4/8/485f75d5-da5b-4605-885a-561ccd999cc6.png?1743204957
Trade Route Envoy,https://cards.scryfall.io/png/front/f/0/f0c89d95-d697-4cfa-9dfa-52d7adb96176.png?1743204618
Fire-Rim Form,https://cards.scryfall.io/png/front/3/2/32dc1bf4-a135-449f-848f-361a5360fae1.png?1743204392
Dragon's Prey,https://cards.scryfall.io/png/front/7/a/7a6004ff-4180-4332-8b51-960f8c7521d9.png?1743204277
Tempest Hawk,https://cards.scryfall.io/png/front/4/2/422f9453-ab12-4e3c-8c51-be87391395a1.png?1743204081
Sandskitter Outrider,https://cards.scryfall.io/png/front/1/c/1c4bfebe-f10f-44bd-9368-33e273ba5a55.png?1743204318
Plains,https://cards.scryfall.io/png/front/4/0/4069fb4a-8ee1-41ef-ab93-39a8cc58e0e5.png?1755290075
Rescue Leopard,https://cards.scryfall.io/png/front/0/5/056136a8-84be-477c-b654-63238fb8236e.png?1743204430
