name,image_url
Fangkeeper's Familiar,https://cards.scryfall.io/png/front/6/5/655fa2e1-3e1c-424c-b17a-daa7b8fface4.png?1743204714
Yathan Tombguard,https://cards.scryfall.io/png/front/9/e/9e65d487-705a-4c3b-9bb6-69351e5dae81.png?1743204362
Wingblade Disciple,https://cards.scryfall.io/png/front/7/1/71de7dca-0231-4407-86a0-c7fc95f5aaa0.png?1743204222
Spectral Denial,https://cards.scryfall.io/png/front/e/e/ee4e732a-1ffd-463d-92c2-26187659cfc3.png?1743204193
Frontline Rush,https://cards.scryfall.io/png/front/2/c/2ce8a205-99d6-4a9c-83a7-18b7220177d3.png?1743204723
Fire-Rim Form,https://cards.scryfall.io/png/front/3/2/32dc1bf4-a135-449f-848f-361a5360fae1.png?1743204392
Sagu Wildling,https://cards.scryfall.io/png/front/d/8/d8b43b00-f4d1-436c-bf3f-6d414cd4ce38.png?1743204593
Fortress Kin-Guard,https://cards.scryfall.io/png/front/b/6/b647a018-1d70-43a1-a265-928bcd863689.png?1743204000
Humbling Elder,https://cards.scryfall.io/png/front/3/a/3a84c3f8-0030-4653-880e-b2d19272f5fa.png?1743697602
Dragon's Prey,https://cards.scryfall.io/png/front/7/a/7a6004ff-4180-4332-8b51-960f8c7521d9.png?1743204277
Ainok Wayfarer,https://cards.scryfall.io/png/front/5/7/57695a9b-8f72-4ccc-a946-5d5037b09b8f.png?1743204503
Trade Route Envoy,https://cards.scryfall.io/png/front/f/0/f0c89d95-d697-4cfa-9dfa-52d7adb96176.png?1743204618
Blossoming Sands,https://cards.scryfall.io/png/front/0/a/0a9df994-e0f4-4919-af99-4f643eb9199c.png?1743204991
Rebellious Strike,https://cards.scryfall.io/png/front/c/9/c9bafe19-3bd6-4da0-b3e5-e0b89262504c.png?1743204030
